kind,.pred_AI,.pred_class,detector,native,name,model,document_id,prompt
AI,0.312205344,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,265,Enhance like native
AI,3.3e-6,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,618,Elevate using technical
AI,0.065736406,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,612,Plain
Human,0.760402243,AI,GPTZero,No,Real TOEFL,Human,76,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,200,NA
AI,8.08854e-4,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,78,Enhance like native
Human,4.50415e-4,Human,OriginalityAI,Yes,Real College Essays,Human,902,NA
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,316,Enhance like native
Human,0.003355941,Human,Crossplag,Yes,Real CS224N,Human,804,NA
AI,0.999824226,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,137,Simplify like non-native
AI,0.008225853,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,686,Plain
AI,1.6807e-4,Human,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,896,Elevate using literary
AI,1.74367e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,552,Elevate using technical
AI,0.996808946,AI,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,644,Elevate using technical
AI,0.862099469,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,511,Elevate using technical
AI,0.002127522,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,226,Simplify like non-native
AI,7.44283e-4,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,600,Elevate using technical
Human,1.73361e-4,Human,Crossplag,Yes,Real CS224N,Human,746,NA
AI,0.914533019,AI,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,379,Enhance like native
Human,0.125,Human,ZeroGPT,Yes,Real College Essays,Human,295,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,107,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,798,NA
Human,8.56953e-4,Human,OriginalityAI,Yes,Real CS224N,Human,869,NA
Human,0.023188406,Human,GPTZero,Yes,Real CS224N,Human,841,NA
Human,2.02019e-4,Human,OriginalityAI,Yes,Real CS224N,Human,804,NA
Human,0.99491936,AI,HFOpenAI,Yes,US 8th grade essay,Human,185,NA
AI,1.00059e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,724,Elevate using technical
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,843,NA
AI,0.014373109,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,454,Enhance like native
Human,2.21193e-4,Human,Quil,Yes,Real College Essays,Human,909,NA
AI,0.040745225,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,554,Elevate using technical
Human,0,Human,ZeroGPT,Yes,Real College Essays,Human,548,NA
AI,1,AI,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,399,Simplify like non-native
AI,0.00268861,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,682,Elevate using technical
AI,2.85536e-4,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,21,Plain
Human,1.69873e-4,Human,Quil,Yes,US 8th grade essay,Human,141,NA
Human,1.14e-6,Human,Sapling,Yes,US 8th grade essay,Human,885,NA
Human,0.116017703,Human,GPTZero,No,Real TOEFL,Human,415,NA
AI,5.86336e-4,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,642,Plain
Human,0.999999009,AI,Sapling,No,Real TOEFL,Human,304,NA
Human,5.26793e-4,Human,OriginalityAI,Yes,Real CS224N,Human,861,NA
AI,0.241349813,Human,Sapling,NA,Fake College Essays - GPT3,GPT3,223,Plain
Human,2.05696e-4,Human,Quil,Yes,US 8th grade essay,Human,119,NA
Human,3.96e-22,Human,GPTZero,Yes,Real College Essays,Human,48,NA
Human,0.00125833,Human,HFOpenAI,Yes,Real CS224N,Human,840,NA
Human,0.193204885,Human,GPTZero,Yes,US 8th grade essay,Human,225,NA
AI,0.070857219,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,586,Plain
Human,0.097362608,Human,Crossplag,No,Real TOEFL,Human,335,NA
Human,0.019812524,Human,Quil,Yes,US 8th grade essay,Human,79,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,561,Elevate using technical
AI,0.999492645,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,676,Plain
AI,1.47e-5,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,479,Elevate using technical
AI,0.124947794,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,657,Elevate using technical
Human,3.42e-4,Human,OriginalityAI,Yes,Real CS224N,Human,751,NA
AI,0.017354329,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,106,Simplify like non-native
AI,4.69e-6,Human,Sapling,NA,Fake CS224N - GPT3,GPT3,642,Plain
AI,0.999701798,AI,Quil,NA,Fake CS224N - GPT3,GPT3,678,Plain
AI,7.4e-5,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,925,Simplify like non-native
Human,0.007921085,Human,OriginalityAI,Yes,Real CS224N,Human,850,NA
Human,1.72841e-4,Human,HFOpenAI,Yes,Real College Essays,Human,209,NA
Human,0.096486799,Human,HFOpenAI,No,Real TOEFL,Human,214,NA
Human,0.102109,Human,HFOpenAI,Yes,US 8th grade essay,Human,361,NA
Human,0.0102,Human,OriginalityAI,Yes,US 8th grade essay,Human,89,NA
AI,0.003552554,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,923,Enhance like native
Human,2e-4,Human,OriginalityAI,Yes,US 8th grade essay,Human,150,NA
AI,0.001698771,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,597,Elevate using technical
AI,0.016962826,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,363,Enhance like native
AI,0.006283932,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,384,Plain
Human,2.10872e-4,Human,HFOpenAI,Yes,Real College Essays,Human,426,NA
AI,0.977058172,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,95,Simplify like non-native
AI,0.023270173,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,238,Simplify like non-native
AI,9.17636e-4,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,298,Enhance like native
AI,0.887165174,AI,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,203,Elevate using literary
AI,6.17e-7,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,339,Enhance like native
AI,0.006790797,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,305,Enhance like native
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,180,NA
AI,1.00059e-4,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,617,Plain
Human,0.875,AI,ZeroGPT,No,Real TOEFL,Human,345,NA
Human,0.723546922,AI,Quil,No,Real TOEFL,Human,323,NA
AI,1.71184e-4,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,207,Enhance like native
AI,4.88e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,599,Elevate using technical
AI,2.01715e-4,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,317,Enhance like native
AI,1.45e-6,Human,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,918,Elevate using literary
AI,0.99912709,AI,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,451,Enhance like native
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,386,Elevate using technical
AI,0.010457287,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,667,Elevate using technical
Human,1.71088e-4,Human,Crossplag,Yes,Real College Essays,Human,44,NA
AI,5.3e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,716,Elevate using technical
Human,1.70501e-4,Human,Crossplag,Yes,Real College Essays,Human,438,NA
AI,2.12e-6,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,170,Simplify like non-native
AI,0.764127672,AI,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,528,Elevate using technical
Human,0.581200421,AI,Crossplag,Yes,US 8th grade essay,Human,183,NA
Human,1.94085e-4,Human,HFOpenAI,Yes,Real CS224N,Human,816,NA
Human,2.43578e-4,Human,Crossplag,Yes,Real CS224N,Human,763,NA
AI,0.938155115,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,596,Plain
Human,1.64613e-4,Human,OriginalityAI,Yes,Real College Essays,Human,421,NA
AI,0.999707401,AI,Quil,NA,US 8th grade essay - GPT simplify,GPT4,171,Simplify like non-native
Human,9.64e-14,Human,GPTZero,Yes,Real College Essays,Human,240,NA
AI,0.25,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,198,Simplify like non-native
AI,0.950231254,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,7,Plain
Human,0.714545228,AI,GPTZero,No,Real TOEFL,Human,343,NA
Human,1.70216e-4,Human,Crossplag,Yes,Real CS224N,Human,807,NA
AI,0.504684389,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,477,Elevate using technical
AI,1.47e-5,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,287,Enhance like native
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,456,NA
AI,6.92e-7,Human,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,66,Elevate using literary
Human,0.934444129,AI,OriginalityAI,No,Real TOEFL,Human,293,NA
AI,0.974751472,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,646,Elevate using technical
AI,0.008705671,Human,Crossplag,NA,Fake College Essays - GPT3,GPT3,731,Plain
AI,0.999991619,AI,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,715,Elevate using technical
Human,7e-4,Human,OriginalityAI,Yes,US 8th grade essay,Human,112,NA
AI,0.782002687,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,187,Simplify like non-native
AI,1.00059e-4,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,25,Plain
AI,5.68e-7,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,914,Enhance like native
AI,0.889337003,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,567,Plain
Human,7.91e-10,Human,GPTZero,Yes,Real CS224N,Human,831,NA
AI,2.12e-6,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,713,Elevate using technical
AI,1.69204e-4,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,340,Enhance like native
Human,1.75893e-4,Human,Quil,Yes,Real College Essays,Human,337,NA
AI,0.076427087,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,109,Simplify like non-native
Human,0.04359543,Human,HFOpenAI,No,Real TOEFL,Human,543,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,871,NA
AI,0.011181362,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,609,Elevate using technical
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,873,NA
AI,6.56477e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,501,Elevate using technical
AI,0.25,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,702,Elevate using technical
Human,7e-7,Human,Sapling,Yes,US 8th grade essay,Human,115,NA
AI,0.157222569,Human,Quil,NA,US 8th grade essay - GPT simplify,GPT4,168,Simplify like non-native
Human,0.985207081,AI,OriginalityAI,No,Real TOEFL,Human,525,NA
AI,0.045240052,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,651,Plain
AI,6.97e-7,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,471,Enhance like native
AI,0.904659569,AI,Quil,NA,US 8th grade essay - GPT simplify,GPT4,251,Simplify like non-native
Human,0.02638397,Human,OriginalityAI,Yes,Real CS224N,Human,812,NA
Human,4.73e-5,Human,Sapling,Yes,Real College Essays,Human,247,NA
AI,0.004087193,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,622,Elevate using technical
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,195,NA
AI,0.509888291,AI,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,697,Elevate using technical
AI,0.526799906,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,589,Plain
Human,1.70727e-4,Human,Crossplag,Yes,Real CS224N,Human,751,NA
Human,2.3999999999999998e-28,Human,GPTZero,Yes,US 8th grade essay,Human,164,NA
AI,5.31e-7,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,285,Enhance like native
AI,0.779622495,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,576,Plain
AI,1.00059e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,679,Elevate using technical
Human,2.34632e-4,Human,HFOpenAI,Yes,Real CS224N,Human,733,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,741,NA
AI,0.714545228,AI,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,114,Simplify like non-native
Human,0.991255232,AI,Sapling,No,Real TOEFL,Human,350,NA
Human,0.419029593,Human,Crossplag,No,Real TOEFL,Human,415,NA
Human,1.99004e-4,Human,Crossplag,Yes,Real College Essays,Human,902,NA
AI,6.11e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,503,Elevate using technical
Human,0.729931474,AI,HFOpenAI,Yes,Real CS224N,Human,781,NA
AI,4.55617e-4,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,508,Plain
AI,2.63808e-4,Human,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,382,Elevate using literary
Human,7.13e-29,Human,GPTZero,Yes,US 8th grade essay,Human,97,NA
Human,2.20596e-4,Human,HFOpenAI,Yes,Real CS224N,Human,764,NA
AI,3.87608e-4,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,519,Elevate using technical
Human,1.719e-4,Human,Quil,No,Real TOEFL,Human,333,NA
AI,0.999993747,AI,Sapling,NA,Fake College Essays - GPT3,GPT3,315,Plain
AI,0.001685056,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,80,Simplify like non-native
Human,2.59817e-4,Human,Quil,Yes,US 8th grade essay,Human,888,NA
AI,0.863084853,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,551,Elevate using technical
Human,1.19236e-4,Human,OriginalityAI,Yes,Real CS224N,Human,860,NA
AI,0.002279298,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,535,Plain
AI,1,AI,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,538,Plain
AI,6.23307e-4,Human,Sapling,NA,Fake CS224N - GPT3,GPT3,22,Plain
Human,0.653521362,AI,GPTZero,No,Real TOEFL,Human,467,NA
AI,0.008904619,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,19,Plain
AI,1.00059e-4,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,704,Plain
AI,1.47e-5,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,666,Plain
AI,0.997952223,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,399,Simplify like non-native
Human,0.302131057,Human,Crossplag,No,Real TOEFL,Human,276,NA
AI,0.822917505,AI,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,106,Simplify like non-native
AI,0.040861435,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,458,Enhance like native
AI,0.999905913,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,134,Simplify like non-native
Human,0.999828458,AI,Quil,No,Real TOEFL,Human,332,NA
Human,0,Human,ZeroGPT,No,Real TOEFL,Human,338,NA
Human,5.02e-11,Human,GPTZero,Yes,US 8th grade essay,Human,174,NA
AI,5.99e-7,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,239,Enhance like native
AI,2.01182e-4,Human,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,60,Elevate using literary
Human,5.1e-7,Human,Sapling,Yes,Real College Essays,Human,212,NA
Human,1.75809e-4,Human,Crossplag,Yes,Real CS224N,Human,777,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,718,Elevate using technical
Human,0.01051001,Human,OriginalityAI,Yes,Real College Essays,Human,247,NA
AI,0.039680175,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,699,Elevate using technical
AI,1.99931e-4,Human,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,203,Elevate using literary
AI,0.048304159,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,502,Elevate using technical
AI,2.43117e-4,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,631,Plain
Human,0.003292987,Human,OriginalityAI,Yes,Real CS224N,Human,734,NA
AI,0.125,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,118,Simplify like non-native
Human,1.22e-6,Human,Sapling,Yes,Real College Essays,Human,313,NA
Human,0,Human,ZeroGPT,Yes,Real College Essays,Human,209,NA
AI,0.017185261,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,298,Enhance like native
Human,1.95362e-4,Human,HFOpenAI,Yes,Real College Essays,Human,243,NA
Human,1.8461e-4,Human,HFOpenAI,Yes,Real CS224N,Human,807,NA
AI,1,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,134,Simplify like non-native
AI,0.998842597,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,566,Plain
AI,7.76e-7,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,124,Simplify like non-native
AI,0.250579059,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,305,Enhance like native
Human,0.33744514,Human,OriginalityAI,No,Real TOEFL,Human,75,NA
Human,1.96967e-4,Human,Crossplag,Yes,US 8th grade essay,Human,195,NA
AI,1.82211e-4,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,244,Enhance like native
Human,1.17242e-4,Human,OriginalityAI,Yes,Real College Essays,Human,396,NA
Human,8.15e-7,Human,Sapling,Yes,US 8th grade essay,Human,107,NA
Human,0.192295164,Human,Crossplag,Yes,Real College Essays,Human,77,NA
AI,0.999979705,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,53,Simplify like non-native
Human,2.12e-6,Human,GPTZero,Yes,Real CS224N,Human,840,NA
AI,7.97927e-4,Human,Quil,NA,Fake CS224N - GPT3,GPT3,387,Plain
AI,0.75,AI,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,922,Enhance like native
AI,4.60552e-4,Human,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,3,Elevate using literary
AI,0.5,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,925,Simplify like non-native
AI,0,Human,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,74,Elevate using literary
AI,0.012807794,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,484,Elevate using technical
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,853,NA
Human,1.9294e-4,Human,Quil,Yes,Real College Essays,Human,48,NA
Human,0.0011,Human,OriginalityAI,Yes,US 8th grade essay,Human,177,NA
Human,2.12e-6,Human,GPTZero,No,Real TOEFL,Human,497,NA
AI,0.353169233,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,509,Elevate using technical
Human,1.88593e-4,Human,Crossplag,Yes,Real CS224N,Human,879,NA
AI,0.003340641,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,31,Plain
AI,0.998691484,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,231,Simplify like non-native
AI,0.001854777,Human,Quil,NA,Fake CS224N - GPT3,GPT3,595,Plain
Human,0.978569269,AI,OriginalityAI,No,Real TOEFL,Human,901,NA
AI,0.0141355,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,357,Enhance like native
AI,0.343623882,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,291,Enhance like native
Human,7.38e-7,Human,Sapling,Yes,US 8th grade essay,Human,177,NA
Human,2.2355e-4,Human,Crossplag,Yes,Real CS224N,Human,736,NA
Human,1.7189e-4,Human,HFOpenAI,No,Real TOEFL,Human,333,NA
AI,0.9983,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,394,Simplify like non-native
AI,0.9973,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,109,Simplify like non-native
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,488,Enhance like native
Human,0.517597735,AI,Crossplag,No,Real TOEFL,Human,900,NA
Human,0.125,Human,ZeroGPT,No,Real TOEFL,Human,908,NA
AI,0,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,232,Simplify like non-native
Human,0.25,Human,ZeroGPT,Yes,Real College Essays,Human,412,NA
AI,6.56477e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,410,Elevate using technical
AI,2.37525e-4,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,914,Enhance like native
AI,0.006244865,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,312,Enhance like native
AI,0.98962981,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,360,Simplify like non-native
AI,5.9e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,625,Elevate using technical
AI,7.84039e-4,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,658,Elevate using technical
AI,0.714545228,AI,GPTZero,NA,Fake CS224N - GPT3,GPT3,565,Plain
Human,0.988250136,AI,Quil,No,Real TOEFL,Human,275,NA
AI,0.110885441,Human,Quil,NA,Fake CS224N - GPT3,GPT3,619,Plain
AI,1.00059e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,560,Elevate using technical
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,825,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,750,NA
AI,0.998014569,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,166,Simplify like non-native
Human,2.08741e-4,Human,HFOpenAI,Yes,US 8th grade essay,Human,98,NA
AI,3.81211e-4,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,492,Elevate using technical
AI,5.39163e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,724,Elevate using technical
AI,0.002923657,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,556,Elevate using technical
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,861,NA
AI,1.00059e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,682,Elevate using technical
Human,1.47e-5,Human,GPTZero,No,Real TOEFL,Human,418,NA
AI,0.091091789,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,660,Elevate using technical
Human,9.81e-6,Human,Sapling,Yes,US 8th grade essay,Human,142,NA
AI,0.75,AI,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,103,Simplify like non-native
AI,1.47e-5,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,637,Plain
AI,1.70886e-4,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,715,Elevate using technical
AI,0.999797761,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,34,Plain
Human,0.377600014,Human,HFOpenAI,No,Real TOEFL,Human,352,NA
Human,0.99981344,AI,Sapling,No,Real TOEFL,Human,418,NA
AI,0.003082633,Human,Quil,NA,US 8th grade essay - GPT simplify,GPT4,124,Simplify like non-native
Human,1.70268e-4,Human,Crossplag,Yes,Real CS224N,Human,851,NA
AI,0.887165174,AI,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,367,Enhance like native
AI,1.82265e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,54,Elevate using technical
AI,0.878000736,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,676,Plain
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,882,NA
Human,0.947969854,AI,Quil,No,Real TOEFL,Human,293,NA
AI,0.44099921,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,253,Enhance like native
AI,2.73049e-4,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,895,Enhance like native
AI,0.003062134,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,288,Enhance like native
Human,1.77681e-4,Human,Quil,Yes,Real College Essays,Human,50,NA
Human,0.030941339000000002,Human,Crossplag,Yes,Real College Essays,Human,240,NA
AI,0.414498568,Human,Quil,NA,US 8th grade essay - GPT simplify,GPT4,234,Simplify like non-native
AI,0.999727786,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,126,Simplify like non-native
Human,0.253269519,Human,Sapling,Yes,US 8th grade essay,Human,133,NA
AI,0.049875792,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,524,Plain
AI,7.08e-6,Human,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,4,Elevate using literary
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,727,Elevate using technical
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,713,Elevate using technical
AI,0.875,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,408,Plain
Human,0.001810229,Human,HFOpenAI,Yes,US 8th grade essay,Human,145,NA
AI,0.415332884,Human,HFOpenAI,NA,Fake College Essays - GPT3,GPT3,64,Plain
AI,1.72001e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,557,Elevate using technical
Human,3.14713e-4,Human,Crossplag,Yes,US 8th grade essay,Human,191,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,753,NA
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,41,Plain
AI,1.97589e-4,Human,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,6,Elevate using literary
Human,0.375,Human,ZeroGPT,No,Real TOEFL,Human,546,NA
Human,0.470014185,Human,Crossplag,Yes,US 8th grade essay,Human,111,NA
AI,0.004804704,Human,Crossplag,NA,Fake College Essays - GPT3,GPT3,211,Plain
AI,0.5,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,239,Enhance like native
AI,3.56772e-4,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,631,Plain
Human,0.952356577,AI,Crossplag,No,Real TOEFL,Human,351,NA
AI,3.56772e-4,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,894,Enhance like native
AI,9.18627e-4,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,718,Elevate using technical
AI,2.09322e-4,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,441,Elevate using technical
Human,3.29e-6,Human,Sapling,No,Real TOEFL,Human,398,NA
Human,7.44e-5,Human,Sapling,Yes,Real College Essays,Human,898,NA
AI,0.022066461,Human,Crossplag,NA,Fake College Essays - GPT3,GPT3,220,Plain
